station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SCH,2019-12-11 00:59,35.60,32.00,86.59,270.00,6.00,0.00,30.00,M,10.00,M,SCT,OVC,M,M,2800.00,3600.00,M,M,M,M,M,M,M,M,M,29.87,KSCH 110059Z 27006KT 10SM SCT028 OVC036 02/00 A3000,M
SCH,2019-12-11 01:46,35.60,30.20,80.51,290.00,12.00,0.00,30.04,M,10.00,M,OVC,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,26.58,KSCH 110146Z 29012KT 10SM OVC042 02/M01 A3004,M
SCH,2019-12-11 02:45,33.80,30.20,86.49,290.00,10.00,0.00,30.06,M,10.00,M,SCT,SCT,OVC,M,2500.00,3200.00,5000.00,M,M,M,M,M,M,M,M,25.23,KSCH 110245Z 29010KT 10SM SCT025 SCT032 OVC050 01/M01 A3006 RMK LAST,M
SCH,2019-12-11 12:45,26.60,15.80,63.27,280.00,10.00,0.00,30.25,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.20,KSCH 111245Z 28010KT 10SM CLR M03/M09 A3025 RMK FIRST,M
SCH,2019-12-11 14:45,26.60,12.20,54.03,270.00,5.00,0.00,30.29,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.98,KSCH 111445Z 27005KT 10SM CLR M03/M11 A3029,M
SCH,2019-12-11 15:45,30.20,12.20,46.62,270.00,3.00,0.00,30.27,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.63,KSCH 111545Z 27003KT 10SM CLR M01/M11 A3027,M
SCH,2019-12-11 19:47,33.80,15.80,47.22,220.00,8.00,0.00,30.18,M,10.00,M,SCT,SCT,M,M,4800.00,5500.00,M,M,M,M,M,M,M,M,M,26.33,KSCH 111947Z 22008KT 10SM SCT048 SCT055 01/M09 A3018,M
SCH,2019-12-11 20:45,33.80,15.80,47.22,260.00,5.00,0.00,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.53,KSCH 112045Z 26005KT 10SM CLR 01/M09 A3018,M
SCH,2019-12-11 21:52,32.00,15.80,50.75,170.00,4.00,0.00,30.20,M,10.00,M,BKN,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,27.42,KSCH 112152Z 17004KT 10SM BKN075 00/M09 A3020,M
SCH,2019-12-11 22:53,30.20,17.60,59.01,250.00,4.00,0.00,30.22,M,10.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,25.32,KSCH 112253Z 25004KT 10SM BKN070 M01/M08 A3022,M
SCH,2019-12-11 23:50,30.20,15.80,54.59,260.00,5.00,0.00,30.25,M,10.00,M,BKN,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,24.26,KSCH 112350Z 26005KT 10SM BKN075 M01/M09 A3025,M
SCH,2019-12-12 00:59,30.20,10.40,43.04,280.00,10.00,0.00,30.29,M,10.00,17.00,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,20.71,KSCH 120059Z 28010G17KT 10SM SCT065 M01/M12 A3029,M
SCH,2019-12-12 01:51,28.40,14.00,54.31,290.00,15.00,0.00,30.34,M,10.00,25.00,SCT,BKN,OVC,M,3400.00,4500.00,6500.00,M,M,M,M,M,M,M,M,16.11,KSCH 120151Z 29015G25KT 10SM SCT034 BKN045 OVC065 M02/M10 A3034,M
SCH,2019-12-12 02:50,26.60,10.40,49.88,280.00,14.00,0.00,30.37,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.20,KSCH 120250Z 28O14G19KT 10SM CLR M03/M12 A3037 RMK LAST,M
SCH,2019-12-12 12:45,15.80,10.40,78.84,0.00,0.00,0.00,30.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.80,KSCH 121245Z 00000KT 10SM CLR M09/M12 A3066 RMK FIRST,M
SCH,2019-12-12 13:50,19.40,10.40,67.51,0.00,0.00,0.00,30.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.40,KSCH 121350Z 00000KT 10SM CLR M07/M12 A3071,M
SCH,2019-12-12 15:45,55.40,12.20,17.70,290.00,8.00,0.00,30.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KSCH 121545Z 29008KT 10SM CLR 13/M11 A3072,M
SCH,2019-12-12 19:53,28.40,12.20,50.17,290.00,3.00,0.00,30.65,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 121953Z 29003KT 10SM CLR M02/M11 A3065,M
SCH,2019-12-12 20:52,28.40,12.20,50.17,170.00,3.00,0.00,30.65,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 122052Z 17003KT 15SM CLR M02/M11 A3065,M
SCH,2019-12-12 21:46,28.40,12.20,50.17,170.00,3.00,0.00,30.65,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 122146Z 17003KT 15SM CLR M02/M11 A3065,M
SCH,2019-12-12 23:51,26.60,14.00,58.49,150.00,3.00,0.00,30.63,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.52,KSCH 122351Z 15003KT 10SM CLR M03/M10 A3063,M
SCH,2019-12-13 00:54,26.60,14.00,58.49,170.00,4.00,0.00,30.61,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.11,KSCH 130054Z 17004KT 10SM CLR M03/M10 A3061,M
SCH,2019-12-13 01:52,26.60,14.00,58.49,160.00,4.00,0.00,30.60,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.11,KSCH 130152Z 16004KT 10SM CLR M03/M10 A3060,M
SCH,2019-12-13 02:47,26.60,14.00,58.49,170.00,5.00,0.00,30.58,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.98,KSCH 130247Z 17005KT 10SM CLR M03/M10 A3058 RMK LAST,M
SCH,2019-12-13 12:55,19.40,15.80,85.63,360.00,4.00,0.00,30.43,M,10.00,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,12.71,KSCH 131255Z 36004KT 10SM BKN230 M07/M09 A3043 RMK FIRST,M
SCH,2019-12-13 13:50,24.80,19.40,79.62,340.00,5.00,0.00,30.42,M,10.00,M,BKN,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,17.84,KSCH 131350Z 34005KT 10SM BKN041 M04/M07 A3042,M
SCH,2019-12-13 14:59,28.40,23.00,79.92,320.00,3.00,0.00,30.41,M,10.00,M,BKN,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 131459Z 32003KT 10SM BKN041 M02/M05 A3041,M
SCH,2019-12-13 15:50,30.20,24.80,80.07,320.00,3.00,0.00,30.38,M,10.00,M,BKN,OVC,M,M,2300.00,3300.00,M,M,M,M,M,M,M,M,M,26.63,KSCH 131550Z 32003KT 10SM BKN023 OVC033 M01/M04 A3038,M
SCH,2019-12-13 16:59,35.60,28.40,74.80,320.00,3.00,0.00,30.35,M,10.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,32.80,KSCH 131659Z 32003KT 10SM OVC021 02/M02 A3035,M
SCH,2019-12-13 17:59,37.40,30.20,74.98,130.00,3.00,0.00,30.30,M,10.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,34.86,KSCH 131759Z 13003KT 10SM OVC019 03/M01 A3030,M
SCH,2019-12-13 18:50,35.60,28.40,74.80,70.00,6.00,0.00,30.28,M,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,29.87,KSCH 131850Z 07006KT 10SM OVC015 02/M02 A3028,M
SCH,2019-12-13 19:46,35.60,28.40,74.80,90.00,4.00,0.00,30.26,M,15.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,31.62,KSCH 131946Z 09004KT 15SM OVC015 02/M02 A3026,M
SCH,2019-12-13 20:48,35.60,28.40,74.80,80.00,4.00,0.00,30.25,M,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,31.62,KSCH 132048Z 08004KT 10SM OVC013 02/M02 A3025,M
SCH,2019-12-13 21:49,33.80,30.20,86.49,60.00,3.00,0.00,30.22,M,7.00,M,OVC,M,M,M,1100.00,M,M,M,-RA,M,M,M,M,M,M,30.75,KSCH 132149Z 06003KT 7SM -RA OVC011 01/M01 A3022,M
SCH,2019-12-13 22:52,32.00,30.20,92.97,50.00,4.00,0.00,30.20,M,7.00,M,OVC,M,M,M,700.00,M,M,M,-DZ,M,M,M,M,M,M,27.42,KSCH 132252Z 05004KT 7SM -DZ OVC007 00/M01 A3020,M
SCH,2019-12-13 23:55,32.00,32.00,100.00,60.00,4.00,0.00,30.18,M,7.00,M,OVC,M,M,M,700.00,M,M,M,-DZ,M,M,M,M,M,M,27.42,KSCH 132355Z 06004KT 7SM -DZ OVC007 00/00 A3018,M
SCH,2019-12-14 00:48,32.00,32.00,100.00,50.00,4.00,0.00,30.16,M,5.00,M,OVC,M,M,M,700.00,M,M,M,BR,M,M,M,M,M,M,27.42,KSCH 140048Z 05004KT 5SM BR OVC007 00/00 A3016,M
SCH,2019-12-14 01:55,32.00,32.00,100.00,40.00,3.00,0.00,30.12,M,3.00,M,OVC,M,M,M,700.00,M,M,M,BR,M,M,M,M,M,M,28.69,KSCH 140155Z 04003KT 3SM BR OVC007 00/00 A3012,M
SCH,2019-12-14 02:51,33.80,32.00,93.03,40.00,3.00,0.00,30.09,M,2.00,M,OVC,M,M,M,300.00,M,M,M,-DZBR,M,M,M,M,M,M,30.75,KSCH 140251Z 04003KT 2SM -DZBR OVC003 01/00 A3009 RMK LAST,M
SCH,2019-12-14 12:47,39.20,39.20,100.00,20.00,4.00,0.00,29.56,M,7.00,M,BKN,BKN,OVC,M,1400.00,1900.00,2400.00,M,M,M,M,M,M,M,M,35.83,KSCH 141247Z 02004KT 7SM BKN014 BKN019 OVC024 04/04 A2956 RMK FIRST,M
SCH,2019-12-14 13:46,39.20,39.20,100.00,0.00,0.00,0.00,29.53,M,0.50,M,BKN,BKN,OVC,M,600.00,1500.00,2200.00,M,M,M,M,M,M,M,M,39.20,KSCH 141346Z 00000KT 1/2SM BKN006 BKN015 OVC022 04/04 A2953,M
SCH,2019-12-14 14:48,39.20,39.20,100.00,20.00,7.00,0.00,29.47,M,5.00,M,SCT,OVC,M,M,700.00,1600.00,M,M,BR,M,M,M,M,M,M,33.56,KSCH 141448Z 02007KT 5SM BR SCT007 OVC016 04/04 A2947,M
SCH,2019-12-14 15:48,41.00,41.00,100.00,30.00,3.00,0.00,29.43,M,0.75,M,OVC,M,M,M,500.00,M,M,M,FG,M,M,M,M,M,M,38.98,KSCH 141548Z 03003KT 3/4SM FG OVC005 05/05 A2943,M
SCH,2019-12-14 16:49,44.60,44.60,100.00,50.00,3.00,0.00,29.37,M,0.50,M,OVC,M,M,M,300.00,M,M,M,FG,M,M,M,M,M,M,43.09,KSCH 141649Z 05003KT 1/2SM FG OVC003 07/07 A2937,M
SCH,2019-12-14 17:55,42.80,42.80,100.00,0.00,0.00,0.00,29.31,M,0.25,M,OVC,M,M,M,300.00,M,M,M,FG,M,M,M,M,M,M,42.80,KSCH 141755Z 00000KT 1/4SM FG OVC003 06/06 A2931 RMK PRESFR,M
SCH,2019-12-14 18:45,44.60,44.60,100.00,100.00,5.00,0.00,29.26,M,0.12,M,OVC,M,M,M,300.00,M,M,M,FG,M,M,M,M,M,M,41.36,KSCH 141845Z 10005KT 1/8SM FG OVC003 07/07 A2926 RMK PRESFR,M
SCH,2019-12-14 19:46,42.80,42.80,100.00,90.00,3.00,0.00,29.20,M,0.12,M,OVC,M,M,M,300.00,M,M,M,FG,M,M,M,M,M,M,41.03,KSCH 141946Z 09003KT 1/8SM FG OVC003 06/06 A2920 RMK PRESFR,M
SCH,2019-12-14 20:53,41.00,41.00,100.00,90.00,3.00,0.00,29.14,M,0.12,M,OVC,M,M,M,300.00,M,M,M,FG,M,M,M,M,M,M,38.98,KSCH 142053Z 09003KT 1/8SM FG OVC003 05/05 A2914 RMK PRESFR,M
SCH,2019-12-14 21:51,39.20,39.20,100.00,0.00,0.00,0.00,29.10,M,0.25,M,OVC,M,M,M,300.00,M,M,M,FG,M,M,M,M,M,M,39.20,KSCH 142151Z 00000KT 1/4SM FG OVC003 04/04 A2910,M
SCH,2019-12-14 22:55,41.00,41.00,100.00,270.00,5.00,0.00,29.08,M,0.75,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,37.08,KSCH 142255Z 27005KT 3/4SM BR OVC003 05/05 A2908,M
SCH,2019-12-14 23:25,41.00,41.00,100.00,0.00,0.00,0.00,29.08,M,7.00,M,SCT,BKN,OVC,M,300.00,1000.00,2100.00,M,M,M,M,M,M,M,M,41.00,KSCH 142325Z 00000KT 7SM SCT003 BKN010 OVC021 05/05 A2908,M
SCH,2019-12-14 23:50,41.00,41.00,100.00,0.00,0.00,0.00,29.08,M,5.00,M,SCT,OVC,M,M,2100.00,4200.00,M,M,BR,M,M,M,M,M,M,41.00,KSCH 142350Z 00000KT 5SM BR SCT021 OVC042 05/05 A2908,M
SCH,2019-12-15 00:55,41.00,41.00,100.00,200.00,3.00,0.00,29.12,M,5.00,M,SCT,OVC,M,M,2100.00,2600.00,M,M,BR,M,M,M,M,M,M,38.98,KSCH 150055Z 20003KT 5SM BR SCT021 OVC026 05/05 A2912,M
SCH,2019-12-15 01:46,41.00,41.00,100.00,300.00,8.00,0.00,29.16,M,10.00,16.00,SCT,BKN,OVC,M,1100.00,2000.00,5000.00,M,M,M,M,M,M,M,M,35.20,KSCH 150146Z 30008G16KT 10SM SCT011 BKN020 OVC050 05/05 A2916 RMK LAST,M
SCH,2019-12-15 12:59,39.20,28.40,64.93,260.00,12.00,0.00,29.58,M,10.00,21.00,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,31.17,KSCH 151259Z 26012G21KT 10SM OVC030 04/M02 A2958 RMK FIRST,M
SCH,2019-12-15 13:55,39.20,28.40,64.93,270.00,16.00,0.00,29.60,M,10.00,21.00,OVC,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,29.80,KSCH 151355Z 27016G21KT 10SM OVC034 04/M02 A2960,M
SCH,2019-12-15 14:52,39.20,28.40,64.93,270.00,17.00,0.00,29.64,M,10.00,23.00,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,29.51,KSCH 151452Z 27017G23KT 10SM OVC035 04/M02 A2964,M
SCH,2019-12-15 15:55,39.20,28.40,64.93,270.00,14.00,0.00,29.67,M,10.00,22.00,BKN,OVC,M,M,3300.00,4000.00,M,M,M,M,M,M,M,M,M,30.44,KSCH 151555Z 27014G22KT 10SM BKN033 OVC040 04/M02 A2967,M
SCH,2019-12-15 16:54,39.20,26.60,60.29,290.00,23.00,0.00,29.67,M,10.00,33.00,BKN,OVC,M,M,3900.00,4900.00,M,M,M,M,M,M,M,M,M,27.99,KSCH 151654Z 29023G33KT 10SM BKN039 OVC049 04/M03 A2967,M
SCH,2019-12-15 17:53,39.20,24.80,55.95,270.00,17.00,0.00,29.69,M,10.00,32.00,SCT,BKN,M,M,4300.00,4900.00,M,M,M,M,M,M,M,M,M,29.51,KSCH 151753Z 27017G32KT 10SM SCT043 BKN049 04/M04 A2969,M
SCH,2019-12-15 18:53,37.40,28.40,69.67,300.00,22.00,0.00,29.74,M,3.00,36.00,SCT,SCT,BKN,M,2100.00,3100.00,4000.00,M,-SN,M,M,M,M,M,M,25.81,KSCH 151853Z 30022G36KT 3SM -SN SCT021 SCT031 BKN040 03/M02 A2974,M
SCH,2019-12-15 19:46,33.80,26.60,74.63,290.00,26.00,0.00,29.78,M,7.00,36.00,BKN,BKN,OVC,M,1900.00,2500.00,3200.00,M,M,M,M,M,M,M,M,20.02,KSCH 151946Z 29026G36KT 7SM BKN019 BKN025 OVC032 01/M03 A2978 RMK OCNL-SN,M
SCH,2019-12-15 21:55,32.00,21.20,63.99,280.00,17.00,0.00,29.91,M,10.00,30.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.08,KSCH 152155Z 28017G30KT 10SM CLR 00/M06 A2991,M
SCH,2019-12-15 22:55,30.20,21.20,68.83,290.00,15.00,0.00,29.96,M,10.00,22.00,BKN,OVC,M,M,3100.00,4100.00,M,M,M,M,M,M,M,M,M,18.45,KSCH 152255Z 29015G22KT 10SM BKN031 OVC041 M01/M06 A2996,M
SCH,2019-12-15 23:55,30.20,17.60,59.01,280.00,11.00,0.00,30.01,M,10.00,22.00,SCT,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,20.19,KSCH 152355Z 28011G22KT 10SM SCT039 M01/M08 A3001,M
SCH,2019-12-16 00:51,30.20,17.60,59.01,300.00,17.00,0.00,30.03,M,10.00,25.00,SCT,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,17.72,KSCH 160051Z 30017G25KT 10SM SCT043 M01/M08 A3003,M
SCH,2019-12-16 01:46,28.40,15.80,58.75,300.00,10.00,0.00,30.06,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.45,KSCH 160146Z 30010G22KT 10SM CLR M02/M09 A3006 RMK LAST,M
SCH,2019-12-16 12:54,24.80,15.80,68.18,310.00,6.00,0.00,30.25,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,16.86,KSCH 161254Z 31006KT 10SM OVC037 M04/M09 A3025 RMK FIRST,M
SCH,2019-12-16 13:54,26.60,15.80,63.27,300.00,4.00,0.00,30.26,M,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,21.11,KSCH 161354Z 30004KT 10SM OVC035 M03/M09 A3026,M
SCH,2019-12-16 14:59,26.60,15.80,63.27,270.00,5.00,0.00,30.28,M,10.00,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,19.98,KSCH 161459Z 27005KT 10SM BKN035 M03/M09 A3028,M
SCH,2019-12-16 15:46,26.60,15.80,63.27,290.00,4.00,0.00,30.27,M,10.00,M,BKN,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,21.11,KSCH 161546Z 29004KT 10SM BKN031 M03/M09 A3027,M
SCH,2019-12-16 16:47,28.40,15.80,58.75,310.00,6.00,0.00,30.25,M,10.00,M,SCT,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,21.19,KSCH 161647Z 31006KT 10SM SCT039 M02/M09 A3025,M
SCH,2019-12-16 17:50,30.20,17.60,59.01,310.00,6.00,0.00,30.23,M,10.00,M,SCT,SCT,M,M,3400.00,9000.00,M,M,M,M,M,M,M,M,M,23.36,KSCH 161750Z 31006KT 10SM SCT034 SCT090 M01/M08 A3023,M
SCH,2019-12-16 18:51,30.20,17.60,59.01,280.00,6.00,0.00,30.25,M,10.00,M,SCT,SCT,M,M,3400.00,9000.00,M,M,M,M,M,M,M,M,M,23.36,KSCH 161851Z 28006KT 10SM SCT034 SCT090 M01/M08 A3025,M
SCH,2019-12-17 12:55,24.80,23.00,92.74,30.00,4.00,0.00,29.97,M,0.75,M,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,19.01,KSCH 171255Z 03004KT 3/4SM -SN OVC015 M04/M05 A2997 RMK FIRST,M
SCH,2019-12-17 13:55,24.80,23.00,92.74,50.00,4.00,0.00,29.93,M,1.50,M,SCT,SCT,OVC,M,2100.00,2900.00,3500.00,M,-SN,M,M,M,M,M,M,19.01,KSCH 171355Z 05004KT 1 1/2SM -SN SCT021 SCT029 OVC035 M04/M05 A2993,M
SCH,2019-12-17 14:48,24.80,23.00,92.74,40.00,4.00,0.00,29.93,M,1.00,M,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,19.01,KSCH 171448Z 04004KT 1SM -SN OVC015 M04/M05 A2993,M
SCH,2019-12-17 16:55,26.60,24.80,92.80,40.00,3.00,0.00,29.82,M,2.50,M,OVC,M,M,M,700.00,M,M,M,-SN,M,M,M,M,M,M,22.52,KSCH 171655Z 04003KT 2 1/2SM -SN OVC007 M03/M04 A2982,M
SCH,2019-12-17 17:55,26.60,24.80,92.80,50.00,4.00,0.00,29.79,M,2.00,M,SCT,OVC,M,M,500.00,2000.00,M,M,-SN,M,M,M,M,M,M,21.11,KSCH 171755Z 05004KT 2SM -SN SCT005 OVC020 M03/M04 A2979,M
SCH,2019-12-17 18:55,26.60,23.00,86.07,30.00,5.00,0.00,29.77,M,2.00,M,SCT,BKN,OVC,M,500.00,1200.00,3600.00,M,-SN,M,M,M,M,M,M,19.98,KSCH 171855Z 03005KT 2SM -SN SCT005 BKN012 OVC036 M03/M05 A2977,M
SCH,2019-12-17 20:50,26.60,26.60,100.00,30.00,3.00,0.00,29.73,M,1.50,M,SCT,OVC,M,M,500.00,2000.00,M,M,-SN,M,M,M,M,M,M,22.52,KSCH 172050Z 03003KT 1 1/2SM -SN SCT005 OVC020 M03/M03 A2973,M
SCH,2019-12-17 23:45,26.60,26.60,100.00,290.00,3.00,0.00,29.76,M,7.00,M,BKN,OVC,M,M,1600.00,2600.00,M,M,M,M,M,M,M,M,M,22.52,KSCH 172345Z 29003KT 7SM BKN016 OVC026 M03/M03 A2976,M
SCH,2019-12-18 00:55,28.40,26.60,92.86,290.00,4.00,0.00,29.76,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,23.22,KSCH 180055Z 29004KT 10SM OVC024 M02/M03 A2976,M
SCH,2019-12-18 01:50,28.40,26.60,92.86,320.00,3.00,0.00,29.76,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,24.57,KSCH 180150Z 32003KT 10SM OVC018 M02/M03 A2976,M
SCH,2019-12-18 02:45,28.40,26.60,92.86,300.00,3.00,0.00,29.76,M,10.00,M,SCT,OVC,M,M,1000.00,2600.00,M,M,M,M,M,M,M,M,M,24.57,KSCH 180245Z 30003KT 10SM SCT010 OVC026 M02/M03 A2976 RMK LAST,M
SCH,2019-12-18 12:49,21.20,21.20,100.00,270.00,3.00,0.00,29.78,M,15.00,M,SCT,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,16.34,KSCH 181249Z 27003KT 15SM SCT018 M06/M06 A2978 RMK FIRST,M
SCH,2019-12-18 13:49,23.00,21.20,92.69,270.00,3.00,0.00,29.78,M,15.00,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,18.40,KSCH 181349Z 27003KT 15SM FEW015 M05/M06 A2978,M
SCH,2019-12-18 15:47,32.00,23.00,69.04,220.00,7.00,0.00,29.76,M,15.00,M,FEW,BKN,BKN,M,3000.00,4400.00,6500.00,M,M,M,M,M,M,M,M,24.78,KSCH 181547Z 22007KT 15SM FEW030 BKN044 BKN065 00/M05 A2976,M
SCH,2019-12-18 16:47,33.80,19.40,55.14,270.00,10.00,0.00,29.73,M,15.00,18.00,BKN,BKN,M,M,900.00,11000.00,M,M,M,M,M,M,M,M,M,25.23,KSCH 181647Z 27010G18KT 15SM BKN009 BKN110 01/M07 A2973,M
SCH,2019-12-18 17:45,33.80,15.80,47.22,260.00,12.00,0.00,29.71,M,10.00,20.00,BKN,OVC,M,M,4600.00,5000.00,M,M,M,M,M,M,M,M,M,24.29,KSCH 181745Z 26012G20KT 10SM BKN046 OVC050 01/M09 A2971,M
SCH,2019-12-18 18:45,32.00,15.80,50.75,290.00,16.00,0.00,29.72,M,10.00,22.00,SCT,SCT,SCT,M,4100.00,4900.00,7500.00,M,M,M,M,M,M,M,M,20.42,KSCH 181845Z 29016G22KT 10SM SCT041 SCT049 SCT075 00/M09 A2972,M
SCH,2019-12-18 19:52,30.20,12.20,46.62,280.00,18.00,0.00,29.74,M,10.00,24.00,SCT,SCT,M,M,6000.00,7000.00,M,M,M,M,M,M,M,M,M,17.38,KSCH 181952Z 28018G24KT 10SM SCT060 SCT070 M01/M11 A2974,M
SCH,2019-12-18 20:52,28.40,6.80,39.39,280.00,17.00,0.00,29.76,M,10.00,35.00,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,15.36,KSCH 182052Z 28017G35KT 10SM SCT070 M02/M14 A2976,M
SCH,2019-12-18 21:52,26.60,15.80,63.27,290.00,17.00,0.00,29.81,M,10.00,30.00,OVC,M,M,M,500.00,M,M,M,+SN,M,M,M,M,M,M,13.00,KSCH 182152Z 29017G30KT 10SM +SN OVC005 M03/M09 A2981,M
SCH,2019-12-18 22:20,24.80,17.60,73.70,280.00,14.00,0.00,29.82,M,5.00,24.00,SCT,BKN,OVC,M,500.00,4300.00,6000.00,M,-SN,M,M,M,M,M,M,11.88,KSCH 182220Z 28014G24KT 5SM -SN SCT005 BKN043 OVC060 M04/M08 A2982,M
SCH,2019-12-18 22:50,24.80,12.20,58.22,300.00,18.00,0.00,29.84,M,10.00,27.00,SCT,BKN,M,M,4700.00,6000.00,M,M,M,M,M,M,M,M,M,10.27,KSCH 182250Z 30018G27KT 10SM SCT047 BKN060 M04/M11 A2984,M
SCH,2019-12-18 23:50,21.20,10.40,62.53,290.00,8.00,0.00,29.89,M,10.00,12.00,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,10.81,KSCH 182350Z 29008G12KT 10SM BKN110 M06/M12 A2989,M
SCH,2019-12-19 00:50,21.20,10.40,62.53,290.00,12.00,0.00,29.92,M,10.00,16.00,SCT,SCT,M,M,3300.00,3900.00,M,M,M,M,M,M,M,M,M,8.26,KSCH 190050Z 29012G16KT 10SM SCT033 SCT039 M06/M12 A2992,M
SCH,2019-12-19 01:48,17.60,6.80,62.02,310.00,16.00,0.00,29.94,M,5.00,22.00,SCT,SCT,BKN,M,5000.00,7000.00,9000.00,M,-SN,M,M,M,M,M,M,1.65,KSCH 190148Z 31016G22KT 5SM -SN SCT050 SCT070 BKN090 M08/M14 A2994,M
SCH,2019-12-19 02:47,15.80,8.60,72.73,310.00,14.00,0.00,29.95,M,1.00,21.00,BKN,BKN,OVC,M,1000.00,1700.00,3900.00,M,SN,M,M,M,M,M,M,0.28,KSCH 190247Z 31014G21KT 1SM SN BKN010 BKN017 OVC039 M09/M13 A2995 RMK LAST,M
SCH,2019-12-19 12:55,3.20,-5.80,65.38,280.00,12.00,0.00,30.29,M,15.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.65,KSCH 191255Z 28012G20KT 15SM SKC M16/M21 A3029 RMK FIRST,M
SCH,2019-12-19 13:55,5.00,-4.00,65.62,290.00,10.00,0.00,30.31,M,15.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-10.89,KSCH 191355Z 29010G18KT 15SM SKC M15/M20 A3031,M
SCH,2019-12-19 14:55,8.60,-2.20,60.72,290.00,12.00,0.00,30.32,M,15.00,22.00,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,-7.78,KSCH 191455Z 29012G22KT 15SM FEW030 M13/M19 A3032,M
SCH,2019-12-19 15:51,10.40,-0.40,60.99,290.00,11.00,0.00,30.32,M,15.00,24.00,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,-4.83,KSCH 191551Z 29011G24KT 15SM FEW030 M12/M18 A3032,M
