station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SCH,2022-05-21 23:45,87.80,68.00,51.98,0.00,0.00,0.00,29.91,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.43,KSCH 212345Z 00000KT 15SM CLR 31/20 A2991,M
SCH,2022-05-22 00:45,80.60,69.80,69.71,0.00,0.00,0.00,29.92,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.90,KSCH 220045Z 00000KT 15SM CLR 27/21 A2992 RMK LAST,M
SCH,2022-05-22 11:56,71.60,62.60,73.27,0.00,0.00,0.00,29.99,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 221156Z 00000KT 15SM CLR 22/17 A2999 RMK FIRST,M
SCH,2022-05-22 12:55,77.00,62.60,61.13,0.00,0.00,0.00,29.99,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KSCH 221255Z 00000KT 15SM CLR 25/17 A2999,M
SCH,2022-05-22 13:49,80.60,62.60,54.30,0.00,0.00,0.00,29.98,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.84,KSCH 221349Z 00000KT 15SM CLR 27/17 A2998,M
SCH,2022-05-22 14:49,82.40,64.40,54.55,0.00,0.00,0.00,29.98,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.98,KSCH 221449Z 00000KT 15SM CLR 28/18 A2998,M
SCH,2022-05-22 15:55,86.00,60.80,42.80,280.00,6.00,0.00,29.96,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.05,KSCH 221555Z 28006KT 15SM CLR 30/16 A2996,M
SCH,2022-05-22 16:45,87.80,59.00,37.90,250.00,11.00,0.00,29.95,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.12,KSCH 221645Z 25011KT 15SM CLR 31/15 A2995,M
SCH,2022-05-22 18:50,89.60,59.00,35.81,290.00,9.00,0.00,29.90,M,15.00,M,SCT,SCT,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,88.86,KSCH 221850Z 29009KT 15SM SCT075 SCT090 32/15 A2990,M
SCH,2022-05-22 19:50,89.60,60.80,38.18,310.00,10.00,0.00,29.88,M,15.00,M,SCT,SCT,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,89.54,KSCH 221950Z 31010KT 15SM SCT090 SCT120 32/16 A2988,M
SCH,2022-05-22 23:50,66.20,66.20,100.00,260.00,11.00,0.00,30.03,M,15.00,16.00,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,66.20,KSCH 222350Z 26011G16KT 15SM OVC110 19/19 A3003,M
SCH,2022-05-23 00:45,64.40,62.60,93.88,280.00,12.00,0.00,30.03,M,15.00,17.00,SCT,OVC,M,M,8000.00,11000.00,M,M,M,M,M,M,M,M,M,64.40,KSCH 230045Z 28012G17KT 15SM SCT080 OVC110 18/17 A3003 RMK LAST,M
SCH,2022-05-23 11:48,55.40,44.60,66.91,330.00,8.00,0.00,30.24,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KSCH 231148Z 33008KT 15SM CLR 13/07 A3024 RMK FIRST,M
SCH,2022-05-23 12:47,55.40,44.60,66.91,360.00,8.00,0.00,30.26,M,15.00,M,SCT,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,55.40,KSCH 231247Z 36008KT 15SM SCT035 13/07 A3026,M
SCH,2022-05-23 13:52,59.00,44.60,58.77,40.00,5.00,0.00,30.27,M,15.00,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,59.00,KSCH 231352Z 04005KT 15SM SCT033 15/07 A3027,M
SCH,2022-05-23 14:51,62.60,46.40,55.37,70.00,10.00,0.00,30.27,M,15.00,14.00,SCT,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,62.60,KSCH 231451Z 07010G14KT 15SM SCT034 17/08 A3027,M
SCH,2022-05-23 15:58,62.60,44.60,51.72,100.00,8.00,0.00,30.26,M,15.00,M,SCT,BKN,M,M,4500.00,5000.00,M,M,M,M,M,M,M,M,M,62.60,KSCH 231558Z 10008KT 15SM SCT045 BKN050 17/07 A3026,M
SCH,2022-05-23 16:46,64.40,44.60,48.55,70.00,5.00,0.00,30.26,M,15.00,M,BKN,BKN,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,64.40,KSCH 231646Z 07005KT 15SM BKN050 BKN060 18/07 A3026,M
SCH,2022-05-23 17:56,66.20,42.80,42.57,60.00,11.00,0.00,30.25,M,15.00,15.00,BKN,OVC,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,66.20,KSCH 231756Z 06011G15KT 15SM BKN055 OVC065 19/06 A3025,M
SCH,2022-05-23 18:46,66.20,42.80,42.57,70.00,8.00,0.00,30.24,M,15.00,M,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,66.20,KSCH 231846Z 07008KT 15SM BKN065 19/06 A3024,M
SCH,2022-05-23 19:46,69.80,41.00,35.09,60.00,8.00,0.00,30.23,M,15.00,M,SCT,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,69.80,KSCH 231946Z 06008KT 15SM SCT065 BKN250 21/05 A3023,M
SCH,2022-05-23 20:55,68.00,39.20,34.80,30.00,6.00,0.00,30.23,M,15.00,M,SCT,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,68.00,KSCH 232055Z 03006KT 15SM SCT065 BKN250 20/04 A3023,M
SCH,2022-05-23 21:52,66.20,37.40,34.51,60.00,8.00,0.00,30.24,M,15.00,M,SCT,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,66.20,KSCH 232152Z 06008KT 15SM SCT065 BKN250 19/03 A3024,M
SCH,2022-05-23 22:51,62.60,37.40,39.14,40.00,7.00,0.00,30.24,M,15.00,M,SCT,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,62.60,KSCH 232251Z 04007KT 15SM SCT065 BKN250 17/03 A3024,M
SCH,2022-05-23 23:50,60.80,37.40,41.71,40.00,8.00,0.00,30.25,M,15.00,M,SCT,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,60.80,KSCH 232350Z 04008KT 15SM SCT065 BKN250 16/03 A3025,M
SCH,2022-05-24 00:55,55.40,35.60,47.16,30.00,7.00,0.00,30.26,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KSCH 240055Z 03007KT 15SM CLR 13/02 A3026,M
SCH,2022-05-24 01:52,55.40,37.40,50.64,20.00,5.00,0.00,30.27,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KSCH 240152Z 02005KT 15SM CLR 13/03 A3027 RMK LAST,M
SCH,2022-05-24 02:53,53.60,39.20,58.02,30.00,4.00,0.00,30.28,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KSCH 240253Z 03004KT 15SM CLR 12/04 A3028 RMK LAST,M
SCH,2022-05-24 11:50,53.60,42.80,66.70,40.00,7.00,0.00,30.34,M,15.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,53.60,KSCH 241150Z 04007KT 15SM OVC075 12/06 A3034 RMK FIRST,M
SCH,2022-05-24 12:48,57.20,42.80,58.52,40.00,7.00,0.00,30.36,M,15.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,57.20,KSCH 241248Z 04007KT 15SM OVC075 14/06 A3036,M
SCH,2022-05-24 13:45,60.80,39.20,44.76,0.00,0.00,0.00,30.35,M,15.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KSCH 241345Z 00000KT 15SM OVC075 16/04 A3035,M
SCH,2022-05-24 14:45,62.60,37.40,39.14,0.00,0.00,0.00,30.34,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KSCH 241445Z 00000KT 15SM CLR 17/03 A3034,M
SCH,2022-05-24 15:47,64.40,39.20,39.43,0.00,0.00,0.00,30.33,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KSCH 241547Z 00000KT 15SM CLR 18/04 A3033,M
SCH,2022-05-24 17:50,68.00,42.80,40.00,20.00,5.00,0.00,30.28,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KSCH 241750Z 02005KT 15SM CLR 20/06 A3028,M
SCH,2022-05-24 18:55,71.60,42.80,35.37,150.00,5.00,0.00,30.27,M,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 241855Z 15005KT 15SM SCT070 22/06 A3027,M
SCH,2022-05-24 19:55,73.40,42.80,33.29,0.00,0.00,0.00,30.26,M,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 241955Z 00000KT 15SM SCT070 23/06 A3026,M
SCH,2022-05-24 20:52,73.40,44.60,35.66,110.00,4.00,0.00,30.25,M,15.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 242052Z 11004KT 15SM BKN070 23/07 A3025,M
SCH,2022-05-25 00:55,64.40,48.20,55.63,210.00,4.00,0.00,30.26,M,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,64.40,KSCH 250055Z 21004KT 15SM SCT070 18/09 A3026,M
SCH,2022-05-25 01:55,64.40,48.20,55.63,230.00,3.00,0.00,30.28,M,15.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,64.40,KSCH 250155Z 23003KT 15SM BKN070 18/09 A3028 RMK LAST,M
SCH,2022-05-25 11:50,57.20,48.20,71.83,160.00,3.00,0.00,30.37,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KSCH 251150Z 16003KT 15SM CLR 14/09 A3037 RMK FIRST,M
SCH,2022-05-25 12:45,60.80,48.20,63.15,0.00,0.00,0.00,30.38,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KSCH 251245Z 00000KT 15SM CLR 16/09 A3038,M
SCH,2022-05-25 14:45,68.00,51.80,56.13,210.00,4.00,0.00,30.37,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KSCH 251445Z 21004KT 15SM CLR 20/11 A3037,M
SCH,2022-05-25 15:45,71.60,51.80,49.64,0.00,0.00,0.00,30.35,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 251545Z 00000KT 15SM CLR 22/11 A3035,M
SCH,2022-05-25 16:45,73.40,51.80,46.71,90.00,5.00,0.00,30.34,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 251645Z 09005KT 15SM CLR 23/11 A3034,M
SCH,2022-05-25 17:45,73.40,50.00,43.69,130.00,3.00,0.00,30.32,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 251745Z 13003KT 15SM CLR 23/10 A3032,M
SCH,2022-05-25 18:51,75.20,50.00,41.14,60.00,4.00,0.00,30.31,M,15.00,M,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 251851Z 06004KT 15SM SCT065 24/10 A3031,M
SCH,2022-05-25 19:46,75.20,50.00,41.14,0.00,0.00,0.00,30.29,M,15.00,M,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 251946Z 00000KT 15SM SCT075 24/10 A3029,M
SCH,2022-05-25 20:49,77.00,48.20,36.22,0.00,0.00,0.00,30.27,M,15.00,M,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,77.00,KSCH 252049Z 00000KT 15SM SCT075 25/09 A3027,M
SCH,2022-05-25 21:55,75.20,48.20,38.46,200.00,6.00,0.00,30.26,M,15.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 252155Z 20006KT 15SM SCT070 24/09 A3026,M
SCH,2022-05-25 22:48,75.20,46.40,35.94,180.00,6.00,0.00,30.26,M,15.00,M,SCT,SCT,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,75.20,KSCH 252248Z 18006KT 15SM SCT065 SCT250 24/08 A3026,M
SCH,2022-05-25 23:48,71.60,48.20,43.42,170.00,6.00,0.00,30.26,M,15.00,M,FEW,BKN,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,KSCH 252348Z 17006KT 15SM FEW065 BKN250 22/09 A3026,M
SCH,2022-05-26 00:55,69.80,46.40,43.13,180.00,5.00,0.00,30.26,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KSCH 260055Z 18005KT 15SM CLR 21/08 A3026,M
SCH,2022-05-26 01:55,68.00,48.20,49.10,200.00,5.00,0.00,30.27,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KSCH 260155Z 20005KT 15SM CLR 20/09 A3027 RMK LAST,M
SCH,2022-05-26 11:45,57.20,42.80,58.52,170.00,4.00,0.00,30.28,M,15.00,M,SCT,BKN,M,M,10000.00,12000.00,M,M,M,M,M,M,M,M,M,57.20,KSCH 261145Z 17004KT 15SM SCT100 BKN120 14/06 A3028 RMK FIRST,M
SCH,2022-05-26 12:45,57.20,41.00,54.60,190.00,8.00,0.00,30.27,M,15.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,57.20,KSCH 261245Z 19008KT 15SM SCT120 14/05 A3027,M
SCH,2022-05-26 14:45,64.40,37.40,36.74,160.00,9.00,0.00,30.21,M,15.00,16.00,SCT,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,64.40,KSCH 261445Z 16009G16KT 15SM SCT095 18/03 A3021,M
SCH,2022-05-26 18:52,71.60,50.00,46.43,150.00,8.00,0.00,30.11,M,15.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 261852Z 15008G16KT 15SM CLR 22/10 A3011,M
SCH,2022-05-26 19:45,71.60,50.00,46.43,160.00,7.00,0.00,30.08,M,15.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 261945Z 16007G16KT 15SM CLR 22/10 A3008,M
SCH,2022-05-26 21:57,71.60,53.60,53.03,170.00,8.00,0.00,30.03,M,15.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 262157Z 17008G16KT 15SM CLR 22/12 A3003,M
SCH,2022-05-26 22:51,71.60,53.60,53.03,160.00,10.00,0.00,30.03,M,15.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 262251Z 16010G21KT 15SM CLR 22/12 A3003,M
SCH,2022-05-26 23:53,69.80,53.60,56.38,170.00,9.00,0.00,30.03,M,15.00,16.00,BKN,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,69.80,KSCH 262353Z 17009G16KT 15SM BKN046 21/12 A3003,M
SCH,2022-05-27 01:46,68.00,55.40,64.04,160.00,10.00,0.00,30.04,M,15.00,20.00,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,68.00,KSCH 270146Z 16010G20KT 15SM OVC038 20/13 A3004 RMK LAST,M
SCH,2022-05-27 11:45,66.20,62.60,88.18,180.00,6.00,0.00,29.92,M,15.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,66.20,KSCH 271145Z 18006KT 15SM OVC009 19/17 A2992 RMK FIRST,M
SCH,2022-05-27 12:52,66.20,62.60,88.18,170.00,7.00,0.00,29.92,M,15.00,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,66.20,KSCH 271252Z 17007KT 15SM OVC011 19/17 A2992,M
SCH,2022-05-27 13:45,69.80,62.60,77.90,140.00,4.00,0.00,29.90,M,15.00,M,BKN,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,69.80,KSCH 271345Z 14004KT 15SM BKN013 21/17 A2990,M
SCH,2022-05-27 14:47,73.40,62.60,68.94,160.00,4.00,0.00,29.88,M,15.00,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 271447Z 16004KT 15SM BKN020 23/17 A2988,M
SCH,2022-05-27 15:45,73.40,62.60,68.94,160.00,8.00,0.00,29.86,M,15.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 271545Z 16008KT 15SM OVC022 23/17 A2986,M
SCH,2022-05-27 16:55,77.00,64.40,65.12,170.00,6.00,0.00,29.83,M,15.00,M,SCT,SCT,SCT,OVC,2400.00,3500.00,18000.00,25000.00,M,M,M,M,M,M,M,77.00,KSCH 271655Z 17006KT 15SM SCT024 SCT035 SCT180 OVC250 25/18 A2983,M
SCH,2022-05-27 17:55,75.20,64.40,69.14,170.00,10.00,0.00,29.81,M,15.00,16.00,SCT,SCT,SCT,OVC,2500.00,3500.00,18000.00,25000.00,M,M,M,M,M,M,M,75.20,KSCH 271755Z 17010G16KT 15SM SCT025 SCT035 SCT180 OVC250 24/18 A2981,M
SCH,2022-05-27 18:48,75.20,64.40,69.14,160.00,8.00,0.00,29.81,M,15.00,M,SCT,BKN,BKN,M,2400.00,4900.00,6500.00,M,M,M,M,M,M,M,M,75.20,KSCH 271848Z 16008KT 15SM SCT024 BKN049 BKN065 24/18 A2981,M
SCH,2022-05-27 19:45,75.20,64.40,69.14,170.00,9.00,0.00,29.79,M,15.00,15.00,SCT,BKN,BKN,M,4800.00,5000.00,7000.00,M,M,M,M,M,M,M,M,75.20,KSCH 271945Z 17009G15KT 15SM SCT048 BKN050 BKN070 24/18 A2979,M
SCH,2022-05-27 20:47,75.20,64.40,69.14,170.00,11.00,0.00,29.76,M,15.00,15.00,BKN,OVC,M,M,6000.00,7000.00,M,M,M,M,M,M,M,M,M,75.20,KSCH 272047Z 17011G15KT 15SM BKN060 OVC070 24/18 A2976,M
SCH,2022-05-27 23:48,73.40,64.40,73.44,170.00,11.00,0.00,29.69,M,10.00,18.00,SCT,SCT,M,M,1800.00,6500.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 272348Z 17011G18KT 10SM SCT018 SCT065 23/18 A2969,M
SCH,2022-05-28 00:56,71.60,64.40,78.04,180.00,7.00,0.00,29.69,M,10.00,M,SCT,SCT,M,M,2100.00,5000.00,M,M,M,M,M,M,M,M,M,71.60,KSCH 280056Z 18007KT 10SM SCT021 SCT050 22/18 A2969,M
SCH,2022-05-28 01:45,71.60,64.40,78.04,170.00,6.00,0.00,29.71,M,10.00,M,SCT,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 280145Z 17006KT 10SM SCT048 22/18 A2971 RMK LAST,M
SCH,2022-05-28 11:46,66.20,66.20,100.00,170.00,6.00,0.00,29.71,M,10.00,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,66.20,KSCH 281146Z 17006KT 10SM OVC007 19/19 A2971 RMK FIRST,M
SCH,2022-05-28 12:46,69.80,62.60,77.90,0.00,0.00,0.00,29.71,M,15.00,M,SCT,BKN,OVC,M,900.00,1500.00,12000.00,M,M,M,M,M,M,M,M,69.80,KSCH 281246Z 00000KT 15SM SCT009 BKN015 OVC120 21/17 A2971,M
SCH,2022-05-28 13:55,71.60,59.00,64.48,280.00,9.00,0.00,29.70,M,15.00,M,SCT,BKN,M,M,1500.00,11000.00,M,M,M,M,M,M,M,M,M,71.60,KSCH 281355Z 28009KT 15SM SCT015 BKN110 22/15 A2970,M
SCH,2022-05-28 14:46,73.40,60.80,64.69,290.00,8.00,0.00,29.70,M,15.00,M,SCT,BKN,M,M,2500.00,10000.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 281446Z 29008KT 15SM SCT025 BKN100 23/16 A2970,M
SCH,2022-05-28 15:49,73.40,60.80,64.69,300.00,14.00,0.00,29.70,M,15.00,20.00,SCT,BKN,M,M,2800.00,10000.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 281549Z 30014G20KT 15SM SCT028 BKN100 23/16 A2970,M
SCH,2022-05-28 16:53,73.40,59.00,60.67,290.00,16.00,0.00,29.70,M,15.00,22.00,SCT,BKN,M,M,3000.00,10000.00,M,M,M,M,M,M,M,M,M,73.40,KSCH 281653Z 29016G22KT 15SM SCT030 BKN100 23/15 A2970,M
SCH,2022-05-28 18:45,77.00,60.80,57.36,290.00,12.00,0.00,29.69,M,15.00,19.00,SCT,SCT,M,M,3700.00,7500.00,M,M,M,M,M,M,M,M,M,77.00,KSCH 281845Z 29012G19KT 15SM SCT037 SCT075 25/16 A2969,M
SCH,2022-05-28 19:49,69.80,60.80,73.09,320.00,11.00,0.00,29.72,M,10.00,23.00,SCT,BKN,OVC,M,3500.00,4700.00,11000.00,M,RA,M,M,M,M,M,M,69.80,KSCH 281949Z 32011G23KT 10SM RA SCT035 BKN047 OVC110 21/16 A2972,M
SCH,2022-05-28 21:45,73.40,59.00,60.67,300.00,8.00,0.00,29.75,M,15.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 282145Z 30008KT 15SM SCT050 23/15 A2975,M
SCH,2022-05-28 22:46,73.40,51.80,46.71,300.00,11.00,0.00,29.77,M,15.00,15.00,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,73.40,KSCH 282246Z 30011G15KT 15SM BKN060 23/11 A2977,M
SCH,2022-05-28 23:55,69.80,51.80,52.77,310.00,7.00,0.00,29.82,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KSCH 282355Z 31007KT 15SM CLR 21/11 A2982,M
SCH,2022-05-29 00:46,66.20,50.00,55.88,310.00,8.00,0.00,29.84,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,KSCH 290046Z 31008KT 15SM CLR 19/10 A2984 RMK LAST,M
SCH,2022-05-29 11:49,62.60,53.60,72.38,310.00,4.00,0.00,30.07,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KSCH 291149Z 31004KT 15SM CLR 17/12 A3007 RMK FIRST,M
SCH,2022-05-29 12:46,64.40,53.60,67.95,310.00,5.00,0.00,30.08,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,KSCH 291246Z 31005KT 15SM CLR 18/12 A3008,M
SCH,2022-05-29 14:46,71.60,53.60,53.03,0.00,0.00,0.00,30.08,M,15.00,M,SCT,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 291446Z 00000KT 15SM SCT045 22/12 A3008,M
SCH,2022-05-29 15:49,75.20,46.40,35.94,130.00,4.00,0.00,30.07,M,15.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 291549Z 13004KT 15SM SCT050 24/08 A3007,M
SCH,2022-05-29 16:47,75.20,46.40,35.94,200.00,4.00,0.00,30.07,M,15.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 291647Z 20004KT 15SM SCT050 24/08 A3007,M
SCH,2022-05-29 19:50,80.60,48.20,32.18,200.00,5.00,0.00,30.04,M,15.00,M,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,79.71,KSCH 291950Z 20005KT 15SM SCT065 27/09 A3004,M
SCH,2022-05-29 20:53,80.60,48.20,32.18,310.00,5.00,0.00,30.02,M,15.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,79.71,KSCH 292053Z 31005KT 15SM FEW065 27/09 A3002,M
SCH,2022-05-29 21:47,78.80,48.20,34.13,280.00,5.00,0.00,30.01,M,15.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 292147Z 28005KT 15SM FEW065 26/09 A3001,M
SCH,2022-05-29 22:55,78.80,48.20,34.13,330.00,4.00,0.00,30.02,M,15.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 292255Z 33004KT 15SM FEW065 26/09 A3002,M
SCH,2022-05-29 23:47,75.20,46.40,35.94,0.00,0.00,0.00,30.02,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KSCH 292347Z 00000KT 15SM SKC 24/08 A3002,M
SCH,2022-05-30 00:55,71.60,50.00,46.43,0.00,0.00,0.00,30.04,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KSCH 300055Z 00000KT 15SM SKC 22/10 A3004 RMK LAST,M
SCH,2022-05-30 11:46,62.60,53.60,72.38,230.00,3.00,0.00,30.12,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KSCH 301146Z 23003KT 15SM CLR 17/12 A3012 RMK FIRST,M
SCH,2022-05-30 13:56,69.80,53.60,56.38,0.00,0.00,0.00,30.11,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,KSCH 301356Z 00000KT 15SM CLR 21/12 A3011,M
SCH,2022-05-30 15:46,77.00,57.20,50.43,0.00,0.00,0.00,30.08,M,15.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,77.00,KSCH 301546Z 00000KT 15SM SCT120 25/14 A3008,M
SCH,2022-05-30 16:54,80.60,59.00,47.79,260.00,3.00,0.00,30.06,M,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.11,KSCH 301654Z 26003KT 15SM CLR 27/15 A3006,M
SCH,2022-05-30 17:47,78.80,60.80,54.05,250.00,4.00,0.00,30.05,M,15.00,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,78.80,KSCH 301747Z 25004KT 15SM FEW030 26/16 A3005,M
SCH,2022-05-30 20:46,87.80,57.20,35.53,290.00,6.00,0.00,29.98,M,15.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,86.58,KSCH 302046Z 29006KT 15SM FEW200 31/14 A2998,M
SCH,2022-05-30 21:49,87.80,57.20,35.53,210.00,8.00,0.00,29.98,M,15.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,86.58,KSCH 302149Z 21008KT 15SM SCT250 31/14 A2998,M
SCH,2022-05-30 22:55,87.80,57.20,35.53,210.00,4.00,0.00,29.98,M,15.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,86.58,KSCH 302255Z 21004KT 15SM SCT250 31/14 A2998,M
SCH,2022-05-30 23:55,82.40,60.80,48.05,0.00,0.00,0.00,29.97,M,15.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,82.90,KSCH 302355Z 00000KT 15SM SCT250 28/16 A2997,M
SCH,2022-05-31 00:48,80.60,62.60,54.30,0.00,0.00,0.00,29.98,M,15.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,81.84,KSCH 310048Z 00000KT 15SM SCT250 27/17 A2998 RMK LAST,M
