feel,relh,tmpf,vsby,sknt,mslp,p01i,alti,dwpf,drct,station
-0.9568083157556706,1.0800632393280207,-0.9210716432623233,-0.025322682538148327,0.0045171348860617655,,0.0,-0.031058933244678334,-0.43059620850304275,0.8718818729012241,SCH
-1.1032810129131767,0.7916172173119937,-0.9210716432623233,-0.025322682538148327,0.9167516107264579,,0.0,0.05225527097340348,-0.5267752897280468,1.035527801879584,SCH
-1.1633837913820622,1.0753190613343357,-1.0132775172063029,-0.025322682538148327,0.6126734521129925,,0.0,0.09391237308244439,-0.5267752897280468,1.035527801879584,SCH
-1.5654045984739402,-0.02627906879924135,-1.38210101298222,-0.025322682538148327,0.6126734521129925,,0.0,0.4896548431183441,-1.2962079395280788,0.953704837390404,SCH
-1.3971168187610612,-0.4646411154157038,-1.38210101298222,-0.025322682538148327,-0.14752194442067093,,0.0,0.572969047336426,-1.488566101978087,0.8718818729012241,SCH
-1.1010549840809958,-0.8161847047477371,-1.1976892650942614,-0.025322682538148327,-0.4516001030341363,,0.0,0.531311945227385,-1.488566101978087,0.8718818729012241,SCH
-1.1144111570740816,-0.7877196367856291,-1.0132775172063029,-0.025322682538148327,0.30859529349952713,,0.0,0.3438549857366972,-1.2962079395280788,0.4627670504553245,SCH
-1.01646588845812,-0.7877196367856291,-1.0132775172063029,-0.025322682538148327,-0.14752194442067093,,0.0,0.3438549857366972,-1.2962079395280788,0.7900589084120442,SCH
-1.0658837285325369,-0.6202501536085606,-1.105483391150282,-0.025322682538148327,-0.2995610237274036,,0.0,0.38551208784573815,-1.2962079395280788,0.05365222800942497,SCH
-1.1593769394841364,-0.228381051330208,-1.1976892650942614,-0.025322682538148327,-0.2995610237274036,,0.0,0.42716918995477904,-1.200028858303075,0.7082359439228643,SCH
-1.2065687507263723,-0.43807371865106964,-1.1976892650942614,-0.025322682538148327,-0.14752194442067093,,0.0,0.4896548431183441,-1.2962079395280788,0.7900589084120442,SCH
-1.3646167978112194,-0.9860262769216478,-1.1976892650942614,-0.025322682538148327,0.6126734521129925,,0.0,0.572969047336426,-1.584745183203091,0.953704837390404,SCH
-1.5694114503718661,-0.4513574170333867,-1.2898951390382407,-0.025322682538148327,1.372868848646656,,0.0,0.6771118026090319,-1.3923870207530828,1.035527801879584,SCH
-1.654445751761178,-0.661524502153617,-1.38210101298222,-0.025322682538148327,1.2208297693399233,,0.0,0.739597455772597,-1.584745183203091,0.953704837390404,SCH
-1.583212829131388,0.7123894448174599,-1.9353362566460963,-0.025322682538148327,-0.9077173409543343,,0.0,1.3436254363537012,-1.584745183203091,-1.3373381683066337,SCH
-1.42293875321436,0.17487407813298822,-1.7509245087581375,-0.025322682538148327,-0.9077173409543343,,0.0,1.4477681916263072,-1.584745183203091,-1.3373381683066337,SCH
0.1798020059559185,-2.1882009805213403,0.09319297012144931,-0.025322682538148327,0.30859529349952713,,0.0,1.468596742680824,-1.488566101978087,1.035527801879584,SCH
-1.1927673719668506,-0.6477663859719316,-1.2898951390382407,-0.025322682538148327,-0.4516001030341363,,0.0,1.322796885299177,-1.488566101978087,1.035527801879584,SCH
-1.1927673719668506,-0.6477663859719316,-1.2898951390382407,0.009136702738056886,-0.4516001030341363,,0.0,1.322796885299177,-1.488566101978087,0.05365222800942497,SCH
-1.1927673719668506,-0.6477663859719316,-1.2898951390382407,0.009136702738056886,-0.4516001030341363,,0.0,1.322796885299177,-1.488566101978087,0.05365222800942497,SCH
-1.2840345540862692,-0.25305077689736805,-1.38210101298222,-0.025322682538148327,-0.4516001030341363,,0.0,1.281139783190136,-1.3923870207530828,-0.10999370096893486,SCH
-1.3468085671537717,-0.25305077689736805,-1.38210101298222,-0.025322682538148327,-0.2995610237274036,,0.0,1.2394826810810953,-1.3923870207530828,0.05365222800942497,SCH
-1.3468085671537717,-0.25305077689736805,-1.38210101298222,-0.025322682538148327,-0.2995610237274036,,0.0,1.2186541300265785,-1.3923870207530828,-0.028170736479754946,SCH
-1.3971168187610612,-0.25305077689736805,-1.38210101298222,-0.025322682538148327,-0.14752194442067093,,0.0,1.1769970279175301,-1.3923870207530828,0.05365222800942497,SCH
-1.72078141096017,1.0345191305886476,-1.7509245087581375,-0.025322682538148327,-0.2995610237274036,,0.0,0.8645687620997197,-1.2962079395280788,1.6082885533038433,SCH
-1.4923908527784053,0.7493940331682003,-1.4743068869261993,-0.025322682538148327,-0.14752194442067093,,0.0,0.8437402110452029,-1.1038497770780709,1.4446426243254835,SCH
